          Evm          Svm          E11          E22          E33          E23          E13          E12        SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12  TEMP          EE11         EE22         EE33         EE23         EE13         EE12         EP11         EP22         EP33         EP23         EP13         EP12        ETR11        ETR22        ETR33        ETR23        ETR13        ETR12           L11          L12          L13          L21          L22          L23          L31          L32          L33        tincr        press          <p>
  0.59136E-02  0.17268E+03  0.64000E-02 -0.35699E-02 -0.25710E-02 -0.79239E-12  0.60616E-11  0.35170E-11   0.17268E+03  0.90168E-11  0.41140E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10093E-02 -0.31171E-03 -0.26836E-03 -0.32499E-12  0.21209E-12 -0.63337E-13  0.53907E-02 -0.31818E-02 -0.22089E-02 -0.68414E-12  0.60670E-11  0.35803E-11  0.41805E-03 -0.11063E-03 -0.93177E-04 -0.47735E-11  0.89351E-11 -0.65042E-13   0.10000E-02  0.11605E-11  0.20677E-11  0.00000E+00 -0.58823E-03  0.29841E-13  0.00000E+00  0.00000E+00 -0.40858E-03  0.20000E+00  0.57560E+02  0.57563E+02
  0.61134E-02  0.17300E+03  0.66000E-02 -0.36876E-02 -0.26527E-02 -0.78943E-12  0.62680E-11  0.36327E-11   0.17300E+03  0.91447E-11  0.41780E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10108E-02 -0.31218E-03 -0.26876E-03 -0.32499E-12  0.21167E-12 -0.63568E-13  0.55892E-02 -0.32989E-02 -0.22903E-02 -0.68118E-12  0.62738E-11  0.36962E-11  0.41823E-03 -0.11075E-03 -0.93232E-04 -0.47737E-11  0.89293E-11 -0.67511E-13   0.10000E-02  0.11543E-11  0.20607E-11  0.00000E+00 -0.58816E-03  0.29329E-13  0.00000E+00  0.00000E+00 -0.40860E-03  0.20000E+00  0.57668E+02  0.57671E+02
  0.63132E-02  0.17333E+03  0.68000E-02 -0.38052E-02 -0.27344E-02 -0.78652E-12  0.64738E-11  0.37479E-11   0.17333E+03  0.92726E-11  0.42490E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10123E-02 -0.31265E-03 -0.26917E-03 -0.32499E-12  0.21125E-12 -0.63801E-13  0.57877E-02 -0.34161E-02 -0.23716E-02 -0.67827E-12  0.64800E-11  0.38117E-11  0.41839E-03 -0.11086E-03 -0.93280E-04 -0.47739E-11  0.89235E-11 -0.69934E-13   0.10000E-02  0.11498E-11  0.20549E-11  0.00000E+00 -0.58811E-03  0.28819E-13  0.00000E+00  0.00000E+00 -0.40864E-03  0.20000E+00  0.57777E+02  0.57779E+02
  0.65130E-02  0.17366E+03  0.70000E-02 -0.39228E-02 -0.28161E-02 -0.78366E-12  0.66790E-11  0.38626E-11   0.17366E+03  0.93792E-11  0.43272E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10139E-02 -0.31312E-03 -0.26958E-03 -0.32499E-12  0.21082E-12 -0.64036E-13  0.59861E-02 -0.35332E-02 -0.24529E-02 -0.67542E-12  0.66856E-11  0.39267E-11  0.41853E-03 -0.11097E-03 -0.93322E-04 -0.47740E-11  0.89178E-11 -0.72313E-13   0.10000E-02  0.11456E-11  0.20493E-11  0.00000E+00 -0.58806E-03  0.28321E-13  0.00000E+00  0.00000E+00 -0.40867E-03  0.20000E+00  0.57886E+02  0.57889E+02
  0.67128E-02  0.17397E+03  0.72000E-02 -0.40404E-02 -0.28979E-02 -0.78086E-12  0.68836E-11  0.39770E-11   0.17397E+03  0.94786E-11  0.43840E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10154E-02 -0.31359E-03 -0.26998E-03 -0.32499E-12  0.21040E-12 -0.64271E-13  0.61846E-02 -0.36504E-02 -0.25342E-02 -0.67261E-12  0.68907E-11  0.40413E-11  0.41866E-03 -0.11106E-03 -0.93359E-04 -0.47742E-11  0.89122E-11 -0.74646E-13   0.10000E-02  0.11400E-11  0.20414E-11  0.00000E+00 -0.58811E-03  0.27851E-13  0.00000E+00  0.00000E+00 -0.40880E-03  0.20000E+00  0.57989E+02  0.57992E+02
  0.69126E-02  0.17438E+03  0.74000E-02 -0.41581E-02 -0.29796E-02 -0.77809E-12  0.70872E-11  0.40906E-11   0.17438E+03  0.95426E-11  0.44338E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10168E-02 -0.31404E-03 -0.27037E-03 -0.32499E-12  0.21000E-12 -0.64494E-13  0.63832E-02 -0.37676E-02 -0.26156E-02 -0.66985E-12  0.70948E-11  0.41551E-11  0.41894E-03 -0.11123E-03 -0.93472E-04 -0.47744E-11  0.89060E-11 -0.77192E-13   0.10000E-02  0.11230E-11  0.20265E-11  0.00000E+00 -0.58745E-03  0.27459E-13  0.00000E+00  0.00000E+00 -0.40846E-03  0.20000E+00  0.58125E+02  0.58128E+02
  0.71123E-02  0.17470E+03  0.76000E-02 -0.42756E-02 -0.30613E-02 -0.77536E-12  0.72889E-11  0.42016E-11   0.17470E+03  0.96634E-11  0.44977E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10188E-02 -0.31464E-03 -0.27088E-03 -0.32499E-12  0.20946E-12 -0.64789E-13  0.65812E-02 -0.38845E-02 -0.26968E-02 -0.66712E-12  0.72970E-11  0.42664E-11  0.41850E-03 -0.11101E-03 -0.93254E-04 -0.47745E-11  0.88947E-11 -0.85069E-13   0.10000E-02  0.11173E-11  0.20202E-11  0.00000E+00 -0.58797E-03  0.27009E-13  0.00000E+00  0.00000E+00 -0.40884E-03  0.20000E+00  0.58232E+02  0.58235E+02
  0.73121E-02  0.17502E+03  0.78000E-02 -0.43931E-02 -0.31431E-02 -0.77269E-12  0.74913E-11  0.43141E-11   0.17502E+03  0.97771E-11  0.45475E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10203E-02 -0.31510E-03 -0.27128E-03 -0.32499E-12  0.20905E-12 -0.65019E-13  0.67797E-02 -0.40016E-02 -0.27781E-02 -0.66444E-12  0.74998E-11  0.43791E-11  0.41867E-03 -0.11112E-03 -0.93305E-04 -0.47747E-11  0.88893E-11 -0.87157E-13   0.10000E-02  0.11235E-11  0.20218E-11  0.00000E+00 -0.58793E-03  0.26503E-13  0.00000E+00  0.00000E+00 -0.40888E-03  0.20000E+00  0.58339E+02  0.58342E+02
  0.75119E-02  0.17534E+03  0.80000E-02 -0.45107E-02 -0.32248E-02 -0.77006E-12  0.76933E-11  0.44263E-11   0.17534E+03  0.98765E-11  0.46114E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10218E-02 -0.31556E-03 -0.27168E-03 -0.32499E-12  0.20863E-12 -0.65249E-13  0.69782E-02 -0.41187E-02 -0.28595E-02 -0.66182E-12  0.77022E-11  0.44915E-11  0.41881E-03 -0.11122E-03 -0.93349E-04 -0.47748E-11  0.88841E-11 -0.89216E-13   0.10000E-02  0.11203E-11  0.20177E-11  0.00000E+00 -0.58786E-03  0.26063E-13  0.00000E+00  0.00000E+00 -0.40890E-03  0.20000E+00  0.58447E+02  0.58450E+02
  0.77116E-02  0.17574E+03  0.82000E-02 -0.46283E-02 -0.33066E-02 -0.76748E-12  0.78948E-11  0.45382E-11   0.17574E+03  0.99263E-11  0.46327E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10233E-02 -0.31603E-03 -0.27209E-03 -0.32499E-12  0.20821E-12 -0.65482E-13  0.71767E-02 -0.42358E-02 -0.29409E-02 -0.65923E-12  0.79041E-11  0.46036E-11  0.41894E-03 -0.11131E-03 -0.93387E-04 -0.47750E-11  0.88788E-11 -0.91237E-13   0.10000E-02  0.11050E-11  0.20042E-11  0.00000E+00 -0.58735E-03  0.25703E-13  0.00000E+00  0.00000E+00 -0.40867E-03  0.20000E+00  0.58579E+02  0.58582E+02
  0.79114E-02  0.17605E+03  0.84000E-02 -0.47458E-02 -0.33884E-02 -0.76492E-12  0.80941E-11  0.46473E-11   0.17605E+03  0.10068E-10  0.47180E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10252E-02 -0.31661E-03 -0.27258E-03 -0.32499E-12  0.20769E-12 -0.65768E-13  0.73748E-02 -0.43527E-02 -0.30221E-02 -0.65667E-12  0.81039E-11  0.47131E-11  0.41858E-03 -0.11113E-03 -0.93204E-04 -0.47751E-11  0.88680E-11 -0.98632E-13   0.10000E-02  0.10991E-11  0.19969E-11  0.00000E+00 -0.58782E-03  0.25303E-13  0.00000E+00  0.00000E+00 -0.40903E-03  0.20000E+00  0.58685E+02  0.58687E+02
  0.81112E-02  0.17637E+03  0.86000E-02 -0.48633E-02 -0.34702E-02 -0.76242E-12  0.82942E-11  0.47580E-11   0.17637E+03  0.10218E-10  0.47962E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10266E-02 -0.31707E-03 -0.27298E-03 -0.32499E-12  0.20728E-12 -0.65995E-13  0.75734E-02 -0.44698E-02 -0.31035E-02 -0.65417E-12  0.83044E-11  0.48240E-11  0.41876E-03 -0.11125E-03 -0.93263E-04 -0.47752E-11  0.88630E-11 -0.10048E-12   0.10000E-02  0.11055E-11  0.19993E-11  0.00000E+00 -0.58778E-03  0.24845E-13  0.00000E+00  0.00000E+00 -0.40906E-03  0.20000E+00  0.58790E+02  0.58793E+02
  0.83110E-02  0.17669E+03  0.88000E-02 -0.49809E-02 -0.35520E-02 -0.75995E-12  0.84940E-11  0.48684E-11   0.17669E+03  0.10346E-10  0.48601E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10281E-02 -0.31753E-03 -0.27337E-03 -0.32499E-12  0.20687E-12 -0.66222E-13  0.77719E-02 -0.45869E-02 -0.31850E-02 -0.65171E-12  0.85046E-11  0.49346E-11  0.41892E-03 -0.11136E-03 -0.93314E-04 -0.47754E-11  0.88581E-11 -0.10229E-12   0.10000E-02  0.11027E-11  0.19958E-11  0.00000E+00 -0.58772E-03  0.24446E-13  0.00000E+00  0.00000E+00 -0.40909E-03  0.20000E+00  0.58897E+02  0.58899E+02
  0.85107E-02  0.17701E+03  0.90000E-02 -0.50984E-02 -0.36338E-02 -0.75753E-12  0.86934E-11  0.49785E-11   0.17701E+03  0.10466E-10  0.49099E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10296E-02 -0.31799E-03 -0.27377E-03 -0.32499E-12  0.20646E-12 -0.66451E-13  0.79704E-02 -0.47040E-02 -0.32664E-02 -0.64928E-12  0.87044E-11  0.50450E-11  0.41906E-03 -0.11146E-03 -0.93359E-04 -0.47755E-11  0.88532E-11 -0.10407E-12   0.10000E-02  0.11000E-11  0.19921E-11  0.00000E+00 -0.58766E-03  0.24057E-13  0.00000E+00  0.00000E+00 -0.40912E-03  0.20000E+00  0.59004E+02  0.59007E+02
  0.87105E-02  0.17741E+03  0.92000E-02 -0.52160E-02 -0.37156E-02 -0.75514E-12  0.88924E-11  0.50884E-11   0.17741E+03  0.10516E-10  0.49454E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10311E-02 -0.31846E-03 -0.27417E-03 -0.32499E-12  0.20604E-12 -0.66682E-13  0.81689E-02 -0.48211E-02 -0.33478E-02 -0.64689E-12  0.89039E-11  0.51551E-11  0.41919E-03 -0.11155E-03 -0.93399E-04 -0.47756E-11  0.88483E-11 -0.10582E-12   0.10000E-02  0.10855E-11  0.19795E-11  0.00000E+00 -0.58716E-03  0.23738E-13  0.00000E+00  0.00000E+00 -0.40890E-03  0.20000E+00  0.59135E+02  0.59138E+02
  0.89103E-02  0.17772E+03  0.94000E-02 -0.53334E-02 -0.37974E-02 -0.75278E-12  0.90893E-11  0.51956E-11   0.17772E+03  0.10651E-10  0.49880E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10330E-02 -0.31903E-03 -0.27466E-03 -0.32499E-12  0.20553E-12 -0.66965E-13  0.83670E-02 -0.49379E-02 -0.34291E-02 -0.64453E-12  0.91012E-11  0.52626E-11  0.41884E-03 -0.11138E-03 -0.93222E-04 -0.47758E-11  0.88379E-11 -0.11286E-12   0.10000E-02  0.10804E-11  0.19730E-11  0.00000E+00 -0.58763E-03  0.23384E-13  0.00000E+00  0.00000E+00 -0.40924E-03  0.20000E+00  0.59240E+02  0.59243E+02
  0.91101E-02  0.17803E+03  0.96000E-02 -0.54509E-02 -0.38793E-02 -0.75047E-12  0.92870E-11  0.53045E-11   0.17803E+03  0.10793E-10  0.50520E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10345E-02 -0.31948E-03 -0.27506E-03 -0.32499E-12  0.20513E-12 -0.67190E-13  0.85655E-02 -0.50550E-02 -0.35106E-02 -0.64222E-12  0.92994E-11  0.53716E-11  0.41902E-03 -0.11149E-03 -0.93281E-04 -0.47759E-11  0.88333E-11 -0.11445E-12   0.10000E-02  0.10874E-11  0.19762E-11  0.00000E+00 -0.58759E-03  0.22978E-13  0.00000E+00  0.00000E+00 -0.40928E-03  0.20000E+00  0.59344E+02  0.59347E+02
  0.93099E-02  0.17835E+03  0.98000E-02 -0.55684E-02 -0.39611E-02 -0.74819E-12  0.94845E-11  0.54131E-11   0.17835E+03  0.10886E-10  0.51159E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10359E-02 -0.31994E-03 -0.27545E-03 -0.32499E-12  0.20472E-12 -0.67415E-13  0.87641E-02 -0.51720E-02 -0.35920E-02 -0.63994E-12  0.94973E-11  0.54805E-11  0.41917E-03 -0.11160E-03 -0.93333E-04 -0.47760E-11  0.88287E-11 -0.11601E-12   0.10000E-02  0.10853E-11  0.19733E-11  0.00000E+00 -0.58752E-03  0.22624E-13  0.00000E+00  0.00000E+00 -0.40931E-03  0.20000E+00  0.59450E+02  0.59453E+02
  0.95096E-02  0.17867E+03  0.10000E-01 -0.56860E-02 -0.40430E-02 -0.74594E-12  0.96817E-11  0.55215E-11   0.17867E+03  0.10999E-10  0.51799E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10374E-02 -0.32040E-03 -0.27584E-03 -0.32499E-12  0.20431E-12 -0.67643E-13  0.89626E-02 -0.52891E-02 -0.36735E-02 -0.63769E-12  0.96949E-11  0.55891E-11  0.41932E-03 -0.11170E-03 -0.93379E-04 -0.47761E-11  0.88241E-11 -0.11755E-12   0.10000E-02  0.10832E-11  0.19704E-11  0.00000E+00 -0.58747E-03  0.22278E-13  0.00000E+00  0.00000E+00 -0.40934E-03  0.20000E+00  0.59557E+02  0.59560E+02
  0.97094E-02  0.17906E+03  0.10200E-01 -0.58034E-02 -0.41248E-02 -0.74373E-12  0.98786E-11  0.56297E-11   0.17906E+03  0.11056E-10  0.52083E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10389E-02 -0.32086E-03 -0.27624E-03 -0.32499E-12  0.20389E-12 -0.67872E-13  0.91611E-02 -0.54061E-02 -0.37549E-02 -0.63548E-12  0.98922E-11  0.56976E-11  0.41945E-03 -0.11178E-03 -0.93420E-04 -0.47762E-11  0.88196E-11 -0.11905E-12   0.10000E-02  0.10696E-11  0.19585E-11  0.00000E+00 -0.58698E-03  0.21994E-13  0.00000E+00  0.00000E+00 -0.40912E-03  0.20000E+00  0.59687E+02  0.59690E+02
  0.99092E-02  0.17937E+03  0.10400E-01 -0.59208E-02 -0.42067E-02 -0.74154E-12  0.10073E-10  0.57354E-11   0.17937E+03  0.11177E-10  0.52722E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10408E-02 -0.32143E-03 -0.27673E-03 -0.32499E-12  0.20339E-12 -0.68151E-13  0.93592E-02 -0.55230E-02 -0.38363E-02 -0.63329E-12  0.10087E-10  0.58036E-11  0.41910E-03 -0.11161E-03 -0.93248E-04 -0.47763E-11  0.88097E-11 -0.12577E-12   0.10000E-02  0.10651E-11  0.19529E-11  0.00000E+00 -0.58743E-03  0.21678E-13  0.00000E+00  0.00000E+00 -0.40946E-03  0.20000E+00  0.59791E+02  0.59793E+02
  0.10109E-01  0.17968E+03  0.10600E-01 -0.60383E-02 -0.42886E-02 -0.73939E-12  0.10269E-10  0.58428E-11   0.17968E+03  0.11305E-10  0.53291E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10422E-02 -0.32188E-03 -0.27712E-03 -0.32499E-12  0.20299E-12 -0.68374E-13  0.95578E-02 -0.56400E-02 -0.39178E-02 -0.63115E-12  0.10284E-10  0.59111E-11  0.41928E-03 -0.11173E-03 -0.93308E-04 -0.47765E-11  0.88053E-11 -0.12713E-12   0.10000E-02  0.10727E-11  0.19566E-11  0.00000E+00 -0.58739E-03  0.21316E-13  0.00000E+00  0.00000E+00 -0.40950E-03  0.20000E+00  0.59895E+02  0.59897E+02
  0.10309E-01  0.18000E+03  0.10800E-01 -0.61558E-02 -0.43705E-02 -0.73728E-12  0.10465E-10  0.59500E-11   0.18000E+03  0.11433E-10  0.53930E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10437E-02 -0.32233E-03 -0.27751E-03 -0.32499E-12  0.20258E-12 -0.68597E-13  0.97563E-02 -0.57570E-02 -0.39993E-02 -0.62903E-12  0.10480E-10  0.60186E-11  0.41944E-03 -0.11183E-03 -0.93360E-04 -0.47766E-11  0.88010E-11 -0.12846E-12   0.10000E-02  0.10712E-11  0.19544E-11  0.00000E+00 -0.58733E-03  0.21001E-13  0.00000E+00  0.00000E+00 -0.40953E-03  0.20000E+00  0.60000E+02  0.60003E+02
  0.10509E-01  0.18039E+03  0.11000E-01 -0.62733E-02 -0.44524E-02 -0.73519E-12  0.10660E-10  0.60570E-11   0.18039E+03  0.11482E-10  0.54357E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10452E-02 -0.32279E-03 -0.27790E-03 -0.32499E-12  0.20218E-12 -0.68823E-13  0.99548E-02 -0.58740E-02 -0.40808E-02 -0.62695E-12  0.10675E-10  0.61258E-11  0.41958E-03 -0.11193E-03 -0.93407E-04 -0.47767E-11  0.87968E-11 -0.12977E-12   0.10000E-02  0.10580E-11  0.19432E-11  0.00000E+00 -0.58684E-03  0.20741E-13  0.00000E+00  0.00000E+00 -0.40931E-03  0.20000E+00  0.60128E+02  0.60131E+02
  0.10708E-01  0.18069E+03  0.11200E-01 -0.63906E-02 -0.45342E-02 -0.73313E-12  0.10853E-10  0.61616E-11   0.18069E+03  0.11596E-10  0.55067E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10470E-02 -0.32335E-03 -0.27838E-03 -0.32499E-12  0.20168E-12 -0.69099E-13  0.10153E-01 -0.59908E-02 -0.41622E-02 -0.62488E-12  0.10869E-10  0.62307E-11  0.41925E-03 -0.11177E-03 -0.93242E-04 -0.47768E-11  0.87872E-11 -0.13624E-12   0.10000E-02  0.10540E-11  0.19381E-11  0.00000E+00 -0.58728E-03  0.20452E-13  0.00000E+00  0.00000E+00 -0.40964E-03  0.20000E+00  0.60231E+02  0.60234E+02
  0.10908E-01  0.18100E+03  0.11400E-01 -0.65081E-02 -0.46161E-02 -0.73110E-12  0.11048E-10  0.62678E-11   0.18100E+03  0.11696E-10  0.55707E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10484E-02 -0.32380E-03 -0.27877E-03 -0.32499E-12  0.20128E-12 -0.69319E-13  0.10352E-01 -0.61078E-02 -0.42437E-02 -0.62286E-12  0.11064E-10  0.63371E-11  0.41943E-03 -0.11188E-03 -0.93306E-04 -0.47769E-11  0.87831E-11 -0.13741E-12   0.10000E-02  0.10619E-11  0.19423E-11  0.00000E+00 -0.58724E-03  0.20120E-13  0.00000E+00  0.00000E+00 -0.40968E-03  0.20000E+00  0.60334E+02  0.60337E+02
  0.11108E-01  0.18131E+03  0.11600E-01 -0.66255E-02 -0.46981E-02 -0.72911E-12  0.11242E-10  0.63739E-11   0.18131E+03  0.11859E-10  0.56417E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10499E-02 -0.32424E-03 -0.27915E-03 -0.32499E-12  0.20088E-12 -0.69540E-13  0.10550E-01 -0.62248E-02 -0.43253E-02 -0.62086E-12  0.11258E-10  0.64435E-11  0.41959E-03 -0.11199E-03 -0.93362E-04 -0.47770E-11  0.87791E-11 -0.13857E-12   0.10000E-02  0.10608E-11  0.19406E-11  0.00000E+00 -0.58718E-03  0.19831E-13  0.00000E+00  0.00000E+00 -0.40970E-03  0.20000E+00  0.60438E+02  0.60441E+02
  0.11308E-01  0.18170E+03  0.11800E-01 -0.67430E-02 -0.47800E-02 -0.72714E-12  0.11436E-10  0.64800E-11   0.18170E+03  0.11930E-10  0.56559E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10513E-02 -0.32470E-03 -0.27954E-03 -0.32499E-12  0.20048E-12 -0.69763E-13  0.10749E-01 -0.63418E-02 -0.44068E-02 -0.61889E-12  0.11453E-10  0.65497E-11  0.41974E-03 -0.11209E-03 -0.93411E-04 -0.47770E-11  0.87751E-11 -0.13971E-12   0.10000E-02  0.10482E-11  0.19299E-11  0.00000E+00 -0.58669E-03  0.19593E-13  0.00000E+00  0.00000E+00 -0.40949E-03  0.20000E+00  0.60566E+02  0.60568E+02
  0.11507E-01  0.18200E+03  0.12000E-01 -0.68603E-02 -0.48619E-02 -0.72519E-12  0.11628E-10  0.65836E-11   0.18200E+03  0.12079E-10  0.57554E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10531E-02 -0.32525E-03 -0.28002E-03 -0.32499E-12  0.19998E-12 -0.70037E-13  0.10947E-01 -0.64586E-02 -0.44883E-02 -0.61694E-12  0.11645E-10  0.66536E-11  0.41943E-03 -0.11193E-03 -0.93252E-04 -0.47771E-11  0.87658E-11 -0.14594E-12   0.10000E-02  0.10446E-11  0.19253E-11  0.00000E+00 -0.58713E-03  0.19328E-13  0.00000E+00  0.00000E+00 -0.40982E-03  0.20000E+00  0.60668E+02  0.60670E+02
  0.11707E-01  0.18231E+03  0.12200E-01 -0.69777E-02 -0.49439E-02 -0.72327E-12  0.11821E-10  0.66889E-11   0.18231E+03  0.12186E-10  0.58122E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10546E-02 -0.32569E-03 -0.28040E-03 -0.32499E-12  0.19959E-12 -0.70255E-13  0.11145E-01 -0.65756E-02 -0.45698E-02 -0.61502E-12  0.11839E-10  0.67591E-11  0.41961E-03 -0.11205E-03 -0.93317E-04 -0.47772E-11  0.87620E-11 -0.14694E-12   0.10000E-02  0.10528E-11  0.19300E-11  0.00000E+00 -0.58709E-03  0.19024E-13  0.00000E+00  0.00000E+00 -0.40985E-03  0.20000E+00  0.60770E+02  0.60772E+02
  0.11907E-01  0.18262E+03  0.12400E-01 -0.70952E-02 -0.50259E-02 -0.72138E-12  0.12014E-10  0.67941E-11   0.18262E+03  0.12278E-10  0.58975E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10560E-02 -0.32614E-03 -0.28079E-03 -0.32499E-12  0.19919E-12 -0.70474E-13  0.11344E-01 -0.66926E-02 -0.46514E-02 -0.61313E-12  0.12032E-10  0.68646E-11  0.41977E-03 -0.11216E-03 -0.93375E-04 -0.47773E-11  0.87582E-11 -0.14793E-12   0.10000E-02  0.10521E-11  0.19288E-11  0.00000E+00 -0.58702E-03  0.18759E-13  0.00000E+00  0.00000E+00 -0.40988E-03  0.20000E+00  0.60873E+02  0.60876E+02
  0.12107E-01  0.18300E+03  0.12600E-01 -0.72126E-02 -0.51078E-02 -0.71952E-12  0.12207E-10  0.68993E-11   0.18300E+03  0.12342E-10  0.59259E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10575E-02 -0.32659E-03 -0.28117E-03 -0.32499E-12  0.19879E-12 -0.70695E-13  0.11543E-01 -0.68095E-02 -0.47330E-02 -0.61127E-12  0.12225E-10  0.69700E-11  0.41992E-03 -0.11225E-03 -0.93426E-04 -0.47774E-11  0.87544E-11 -0.14891E-12   0.10000E-02  0.10400E-11  0.19186E-11  0.00000E+00 -0.58655E-03  0.18540E-13  0.00000E+00  0.00000E+00 -0.40967E-03  0.20000E+00  0.61000E+02  0.61002E+02
  0.12307E-01  0.18330E+03  0.12800E-01 -0.73299E-02 -0.51898E-02 -0.71767E-12  0.12397E-10  0.70021E-11   0.18330E+03  0.12484E-10  0.59828E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10593E-02 -0.32714E-03 -0.28165E-03 -0.32499E-12  0.19830E-12 -0.70966E-13  0.11741E-01 -0.69263E-02 -0.48145E-02 -0.60943E-12  0.12417E-10  0.70731E-11  0.41962E-03 -0.11210E-03 -0.93272E-04 -0.47775E-11  0.87454E-11 -0.15491E-12   0.10000E-02  0.10369E-11  0.19145E-11  0.00000E+00 -0.58698E-03  0.18296E-13  0.00000E+00  0.00000E+00 -0.40999E-03  0.20000E+00  0.61101E+02  0.61103E+02
  0.12506E-01  0.18361E+03  0.13000E-01 -0.74473E-02 -0.52718E-02 -0.71586E-12  0.12589E-10  0.71067E-11   0.18361E+03  0.12633E-10  0.60467E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10607E-02 -0.32758E-03 -0.28203E-03 -0.32499E-12  0.19791E-12 -0.71182E-13  0.11939E-01 -0.70432E-02 -0.48961E-02 -0.60761E-12  0.12609E-10  0.71779E-11  0.41980E-03 -0.11222E-03 -0.93338E-04 -0.47776E-11  0.87418E-11 -0.15576E-12   0.10000E-02  0.10455E-11  0.19196E-11  0.00000E+00 -0.58693E-03  0.18017E-13  0.00000E+00  0.00000E+00 -0.41003E-03  0.20000E+00  0.61202E+02  0.61205E+02
  0.12706E-01  0.18391E+03  0.13200E-01 -0.75647E-02 -0.53538E-02 -0.71407E-12  0.12781E-10  0.72112E-11   0.18391E+03  0.12776E-10  0.61036E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10621E-02 -0.32802E-03 -0.28241E-03 -0.32499E-12  0.19752E-12 -0.71399E-13  0.12138E-01 -0.71602E-02 -0.49777E-02 -0.60582E-12  0.12801E-10  0.72826E-11  0.41996E-03 -0.11233E-03 -0.93396E-04 -0.47776E-11  0.87382E-11 -0.15661E-12   0.10000E-02  0.10452E-11  0.19188E-11  0.00000E+00 -0.58687E-03  0.17774E-13  0.00000E+00  0.00000E+00 -0.41005E-03  0.20000E+00  0.61305E+02  0.61308E+02
  0.12906E-01  0.18429E+03  0.13400E-01 -0.76820E-02 -0.54358E-02 -0.71231E-12  0.12973E-10  0.73157E-11   0.18429E+03  0.12861E-10  0.61462E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10636E-02 -0.32847E-03 -0.28279E-03 -0.32499E-12  0.19712E-12 -0.71619E-13  0.12336E-01 -0.72771E-02 -0.50593E-02 -0.60406E-12  0.12994E-10  0.73873E-11  0.42011E-03 -0.11242E-03 -0.93448E-04 -0.47777E-11  0.87347E-11 -0.15743E-12   0.10000E-02  0.10336E-11  0.19091E-11  0.00000E+00 -0.58640E-03  0.17572E-13  0.00000E+00  0.00000E+00 -0.40984E-03  0.20000E+00  0.61430E+02  0.61433E+02
  0.13106E-01  0.18459E+03  0.13600E-01 -0.77993E-02 -0.55177E-02 -0.71056E-12  0.13163E-10  0.74179E-11   0.18459E+03  0.13017E-10  0.62172E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10653E-02 -0.32901E-03 -0.28326E-03 -0.32499E-12  0.19664E-12 -0.71887E-13  0.12535E-01 -0.73938E-02 -0.51408E-02 -0.60231E-12  0.13184E-10  0.74898E-11  0.41981E-03 -0.11227E-03 -0.93298E-04 -0.47778E-11  0.87260E-11 -0.16323E-12   0.10000E-02  0.10309E-11  0.19055E-11  0.00000E+00 -0.58682E-03  0.17347E-13  0.00000E+00  0.00000E+00 -0.41016E-03  0.20000E+00  0.61531E+02  0.61534E+02
