          Evm          Svm          E11          E22          E33          E23          E13          E12        SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12  TEMP          EE11         EE22         EE33         EE23         EE13         EE12         EP11         EP22         EP33         EP23         EP13         EP12        ETR11        ETR22        ETR33        ETR23        ETR13        ETR12           L11          L12          L13          L21          L22          L23          L31          L32          L33        tincr        press          <p>
  0.13305E-01  0.18490E+03  0.13800E-01 -0.79167E-02 -0.55998E-02 -0.70884E-12  0.13354E-10  0.75219E-11   0.18490E+03  0.13166E-10  0.62812E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10667E-02 -0.32945E-03 -0.28364E-03 -0.32499E-12  0.19625E-12 -0.72102E-13  0.12733E-01 -0.75108E-02 -0.52225E-02 -0.60059E-12  0.13376E-10  0.75940E-11  0.42000E-03 -0.11239E-03 -0.93364E-04 -0.47779E-11  0.87226E-11 -0.16395E-12   0.10000E-02  0.10397E-11  0.19109E-11  0.00000E+00 -0.58678E-03  0.17090E-13  0.00000E+00  0.00000E+00 -0.41020E-03  0.20000E+00  0.61632E+02  0.61635E+02
  0.13505E-01  0.18520E+03  0.14000E-01 -0.80340E-02 -0.56818E-02 -0.70714E-12  0.13545E-10  0.76259E-11   0.18520E+03  0.13294E-10  0.63451E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10682E-02 -0.32989E-03 -0.28401E-03 -0.32499E-12  0.19586E-12 -0.72318E-13  0.12932E-01 -0.76277E-02 -0.53042E-02 -0.59889E-12  0.13567E-10  0.76982E-11  0.42016E-03 -0.11250E-03 -0.93423E-04 -0.47779E-11  0.87192E-11 -0.16465E-12   0.10000E-02  0.10398E-11  0.19106E-11  0.00000E+00 -0.58672E-03  0.16866E-13  0.00000E+00  0.00000E+00 -0.41023E-03  0.20000E+00  0.61734E+02  0.61737E+02
  0.13705E-01  0.18558E+03  0.14200E-01 -0.81514E-02 -0.57639E-02 -0.70546E-12  0.13736E-10  0.77299E-11   0.18558E+03  0.13380E-10  0.63878E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10696E-02 -0.33033E-03 -0.28440E-03 -0.32499E-12  0.19546E-12 -0.72536E-13  0.13130E-01 -0.77446E-02 -0.53858E-02 -0.59722E-12  0.13758E-10  0.78024E-11  0.42031E-03 -0.11259E-03 -0.93475E-04 -0.47780E-11  0.87159E-11 -0.16535E-12   0.10000E-02  0.10287E-11  0.19014E-11  0.00000E+00 -0.58625E-03  0.16680E-13  0.00000E+00  0.00000E+00 -0.41002E-03  0.20000E+00  0.61858E+02  0.61861E+02
  0.13905E-01  0.18588E+03  0.14400E-01 -0.82686E-02 -0.58459E-02 -0.70380E-12  0.13926E-10  0.78316E-11   0.18588E+03  0.13486E-10  0.64944E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10713E-02 -0.33087E-03 -0.28486E-03 -0.32499E-12  0.19498E-12 -0.72801E-13  0.13329E-01 -0.78613E-02 -0.54674E-02 -0.59555E-12  0.13948E-10  0.79044E-11  0.42001E-03 -0.11244E-03 -0.93328E-04 -0.47781E-11  0.87075E-11 -0.17095E-12   0.10000E-02  0.10264E-11  0.18982E-11  0.00000E+00 -0.58667E-03  0.16473E-13  0.00000E+00  0.00000E+00 -0.41034E-03  0.20000E+00  0.61959E+02  0.61961E+02
  0.14105E-01  0.18618E+03  0.14600E-01 -0.83860E-02 -0.59279E-02 -0.70217E-12  0.14116E-10  0.79351E-11   0.18618E+03  0.13671E-10  0.65583E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10728E-02 -0.33131E-03 -0.28524E-03 -0.32499E-12  0.19460E-12 -0.73015E-13  0.13527E-01 -0.79782E-02 -0.55491E-02 -0.59392E-12  0.14139E-10  0.80082E-11  0.42020E-03 -0.11256E-03 -0.93394E-04 -0.47781E-11  0.87043E-11 -0.17153E-12   0.10000E-02  0.10355E-11  0.19040E-11  0.00000E+00 -0.58662E-03  0.16236E-13  0.00000E+00  0.00000E+00 -0.41037E-03  0.20000E+00  0.62059E+02  0.62062E+02
  0.14304E-01  0.18648E+03  0.14800E-01 -0.85033E-02 -0.60100E-02 -0.70056E-12  0.14306E-10  0.80387E-11   0.18648E+03  0.13806E-10  0.65867E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10742E-02 -0.33175E-03 -0.28561E-03 -0.32499E-12  0.19421E-12 -0.73229E-13  0.13726E-01 -0.80951E-02 -0.56308E-02 -0.59231E-12  0.14330E-10  0.81119E-11  0.42036E-03 -0.11266E-03 -0.93453E-04 -0.47782E-11  0.87011E-11 -0.17212E-12   0.10000E-02  0.10359E-11  0.19040E-11  0.00000E+00 -0.58656E-03  0.16029E-13  0.00000E+00  0.00000E+00 -0.41040E-03  0.20000E+00  0.62160E+02  0.62163E+02
  0.14504E-01  0.18685E+03  0.15000E-01 -0.86206E-02 -0.60921E-02 -0.69896E-12  0.14497E-10  0.81423E-11   0.18685E+03  0.13877E-10  0.66080E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10756E-02 -0.33219E-03 -0.28599E-03 -0.32499E-12  0.19382E-12 -0.73445E-13  0.13924E-01 -0.82119E-02 -0.57125E-02 -0.59071E-12  0.14521E-10  0.82158E-11  0.42051E-03 -0.11276E-03 -0.93505E-04 -0.47783E-11  0.86980E-11 -0.17269E-12   0.10000E-02  0.10252E-11  0.18953E-11  0.00000E+00 -0.58610E-03  0.15857E-13  0.00000E+00  0.00000E+00 -0.41019E-03  0.20000E+00  0.62284E+02  0.62286E+02
  0.14704E-01  0.18715E+03  0.15200E-01 -0.87378E-02 -0.61741E-02 -0.69738E-12  0.14686E-10  0.82438E-11   0.18715E+03  0.14026E-10  0.66791E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10773E-02 -0.33272E-03 -0.28646E-03 -0.32499E-12  0.19334E-12 -0.73709E-13  0.14123E-01 -0.83286E-02 -0.57940E-02 -0.58914E-12  0.14710E-10  0.83175E-11  0.42022E-03 -0.11261E-03 -0.93362E-04 -0.47783E-11  0.86898E-11 -0.17811E-12   0.10000E-02  0.10233E-11  0.18925E-11  0.00000E+00 -0.58651E-03  0.15665E-13  0.00000E+00  0.00000E+00 -0.41051E-03  0.20000E+00  0.62383E+02  0.62386E+02
  0.14904E-01  0.18745E+03  0.15400E-01 -0.88551E-02 -0.62562E-02 -0.69583E-12  0.14875E-10  0.83470E-11   0.18745E+03  0.14154E-10  0.67502E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10787E-02 -0.33316E-03 -0.28683E-03 -0.32499E-12  0.19296E-12 -0.73921E-13  0.14321E-01 -0.84455E-02 -0.58758E-02 -0.58758E-12  0.14900E-10  0.84209E-11  0.42040E-03 -0.11273E-03 -0.93427E-04 -0.47784E-11  0.86868E-11 -0.17858E-12   0.10000E-02  0.10326E-11  0.18986E-11  0.00000E+00 -0.58647E-03  0.15446E-13  0.00000E+00  0.00000E+00 -0.41054E-03  0.20000E+00  0.62483E+02  0.62486E+02
  0.15104E-01  0.18782E+03  0.15600E-01 -0.89724E-02 -0.63383E-02 -0.69429E-12  0.15065E-10  0.84503E-11   0.18782E+03  0.14218E-10  0.67786E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10801E-02 -0.33359E-03 -0.28720E-03 -0.32499E-12  0.19257E-12 -0.74134E-13  0.14520E-01 -0.85624E-02 -0.59575E-02 -0.58605E-12  0.15090E-10  0.85244E-11  0.42056E-03 -0.11283E-03 -0.93486E-04 -0.47784E-11  0.86839E-11 -0.17904E-12   0.10000E-02  0.10223E-11  0.18905E-11  0.00000E+00 -0.58601E-03  0.15285E-13  0.00000E+00  0.00000E+00 -0.41033E-03  0.20000E+00  0.62605E+02  0.62608E+02
  0.15303E-01  0.18811E+03  0.15800E-01 -0.90896E-02 -0.64204E-02 -0.69277E-12  0.15253E-10  0.85514E-11   0.18811E+03  0.14346E-10  0.68354E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10819E-02 -0.33412E-03 -0.28766E-03 -0.32499E-12  0.19210E-12 -0.74394E-13  0.14718E-01 -0.86790E-02 -0.60391E-02 -0.58452E-12  0.15279E-10  0.86258E-11  0.42028E-03 -0.11269E-03 -0.93348E-04 -0.47785E-11  0.86759E-11 -0.18433E-12   0.10000E-02  0.10205E-11  0.18880E-11  0.00000E+00 -0.58641E-03  0.15104E-13  0.00000E+00  0.00000E+00 -0.41064E-03  0.20000E+00  0.62704E+02  0.62707E+02
  0.15503E-01  0.18841E+03  0.16000E-01 -0.92069E-02 -0.65025E-02 -0.69127E-12  0.15443E-10  0.86544E-11   0.18841E+03  0.14495E-10  0.68994E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10833E-02 -0.33455E-03 -0.28803E-03 -0.32499E-12  0.19172E-12 -0.74604E-13  0.14917E-01 -0.87959E-02 -0.61209E-02 -0.58303E-12  0.15469E-10  0.87290E-11  0.42047E-03 -0.11281E-03 -0.93419E-04 -0.47785E-11  0.86730E-11 -0.18470E-12   0.10000E-02  0.10299E-11  0.18944E-11  0.00000E+00 -0.58636E-03  0.14896E-13  0.00000E+00  0.00000E+00 -0.41067E-03  0.20000E+00  0.62803E+02  0.62806E+02
  0.15703E-01  0.18871E+03  0.16200E-01 -0.93242E-02 -0.65847E-02 -0.68979E-12  0.15632E-10  0.87574E-11   0.18871E+03  0.14658E-10  0.69491E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10846E-02 -0.33498E-03 -0.28840E-03 -0.32499E-12  0.19134E-12 -0.74814E-13  0.15115E-01 -0.89127E-02 -0.62026E-02 -0.58155E-12  0.15659E-10  0.88322E-11  0.42064E-03 -0.11292E-03 -0.93481E-04 -0.47786E-11  0.86702E-11 -0.18507E-12   0.10000E-02  0.10308E-11  0.18950E-11  0.00000E+00 -0.58630E-03  0.14716E-13  0.00000E+00  0.00000E+00 -0.41070E-03  0.20000E+00  0.62903E+02  0.62906E+02
  0.15903E-01  0.18907E+03  0.16400E-01 -0.94414E-02 -0.66668E-02 -0.68833E-12  0.15822E-10  0.88605E-11   0.18907E+03  0.14758E-10  0.69775E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10861E-02 -0.33542E-03 -0.28877E-03 -0.32499E-12  0.19096E-12 -0.75027E-13  0.15314E-01 -0.90295E-02 -0.62844E-02 -0.58008E-12  0.15848E-10  0.89356E-11  0.42079E-03 -0.11301E-03 -0.93536E-04 -0.47787E-11  0.86674E-11 -0.18544E-12   0.10000E-02  0.10208E-11  0.18870E-11  0.00000E+00 -0.58586E-03  0.14565E-13  0.00000E+00  0.00000E+00 -0.41050E-03  0.20000E+00  0.63024E+02  0.63027E+02
  0.16103E-01  0.18937E+03  0.16600E-01 -0.95586E-02 -0.67489E-02 -0.68688E-12  0.16010E-10  0.89616E-11   0.18937E+03  0.14872E-10  0.70344E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10878E-02 -0.33595E-03 -0.28923E-03 -0.32499E-12  0.19049E-12 -0.75286E-13  0.15512E-01 -0.91462E-02 -0.63660E-02 -0.57863E-12  0.16037E-10  0.90369E-11  0.42052E-03 -0.11288E-03 -0.93400E-04 -0.47787E-11  0.86597E-11 -0.19054E-12   0.10000E-02  0.10195E-11  0.18849E-11  0.00000E+00 -0.58625E-03  0.14397E-13  0.00000E+00  0.00000E+00 -0.41081E-03  0.20000E+00  0.63123E+02  0.63125E+02
  0.16302E-01  0.18966E+03  0.16800E-01 -0.96759E-02 -0.68311E-02 -0.68545E-12  0.16199E-10  0.90644E-11   0.18966E+03  0.14992E-10  0.70983E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10892E-02 -0.33637E-03 -0.28960E-03 -0.32499E-12  0.19011E-12 -0.75495E-13  0.15711E-01 -0.92630E-02 -0.64478E-02 -0.57720E-12  0.16226E-10  0.91399E-11  0.42070E-03 -0.11299E-03 -0.93468E-04 -0.47788E-11  0.86570E-11 -0.19082E-12   0.10000E-02  0.10291E-11  0.18916E-11  0.00000E+00 -0.58621E-03  0.14206E-13  0.00000E+00  0.00000E+00 -0.41084E-03  0.20000E+00  0.63221E+02  0.63224E+02
  0.16502E-01  0.19003E+03  0.17000E-01 -0.97931E-02 -0.69132E-02 -0.68404E-12  0.16388E-10  0.91674E-11   0.19003E+03  0.15071E-10  0.71196E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10905E-02 -0.33680E-03 -0.28997E-03 -0.32499E-12  0.18973E-12 -0.75704E-13  0.15909E-01 -0.93798E-02 -0.65296E-02 -0.57579E-12  0.16416E-10  0.92431E-11  0.42086E-03 -0.11309E-03 -0.93529E-04 -0.47788E-11  0.86543E-11 -0.19109E-12   0.10000E-02  0.10194E-11  0.18841E-11  0.00000E+00 -0.58576E-03  0.14064E-13  0.00000E+00  0.00000E+00 -0.41064E-03  0.20000E+00  0.63342E+02  0.63344E+02
  0.16702E-01  0.19032E+03  0.17200E-01 -0.99102E-02 -0.69954E-02 -0.68264E-12  0.16576E-10  0.92683E-11   0.19032E+03  0.15213E-10  0.71623E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10922E-02 -0.33733E-03 -0.29042E-03 -0.32499E-12  0.18927E-12 -0.75960E-13  0.16108E-01 -0.94965E-02 -0.66113E-02 -0.57439E-12  0.16604E-10  0.93443E-11  0.42060E-03 -0.11296E-03 -0.93397E-04 -0.47788E-11  0.86468E-11 -0.19608E-12   0.10000E-02  0.10182E-11  0.18823E-11  0.00000E+00 -0.58614E-03  0.13905E-13  0.00000E+00  0.00000E+00 -0.41094E-03  0.20000E+00  0.63439E+02  0.63442E+02
  0.16902E-01  0.19061E+03  0.17400E-01 -0.10027E-01 -0.70776E-02 -0.68126E-12  0.16765E-10  0.93711E-11   0.19061E+03  0.15341E-10  0.72546E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10936E-02 -0.33775E-03 -0.29078E-03 -0.32499E-12  0.18889E-12 -0.76168E-13  0.16306E-01 -0.96133E-02 -0.66931E-02 -0.57301E-12  0.16793E-10  0.94472E-11  0.42079E-03 -0.11308E-03 -0.93468E-04 -0.47789E-11  0.86443E-11 -0.19627E-12   0.10000E-02  0.10280E-11  0.18891E-11  0.00000E+00 -0.58610E-03  0.13723E-13  0.00000E+00  0.00000E+00 -0.41097E-03  0.20000E+00  0.63537E+02  0.63540E+02
  0.17101E-01  0.19091E+03  0.17600E-01 -0.10145E-01 -0.71597E-02 -0.67989E-12  0.16954E-10  0.94739E-11   0.19091E+03  0.15476E-10  0.72902E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10950E-02 -0.33818E-03 -0.29115E-03 -0.32499E-12  0.18852E-12 -0.76375E-13  0.16505E-01 -0.97301E-02 -0.67750E-02 -0.57165E-12  0.16983E-10  0.95503E-11  0.42096E-03 -0.11318E-03 -0.93531E-04 -0.47789E-11  0.86417E-11 -0.19646E-12   0.10000E-02  0.10293E-11  0.18903E-11  0.00000E+00 -0.58604E-03  0.13564E-13  0.00000E+00  0.00000E+00 -0.41100E-03  0.20000E+00  0.63636E+02  0.63639E+02
  0.17301E-01  0.19127E+03  0.17800E-01 -0.10262E-01 -0.72419E-02 -0.67855E-12  0.17143E-10  0.95769E-11   0.19127E+03  0.15547E-10  0.73044E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10964E-02 -0.33861E-03 -0.29152E-03 -0.32499E-12  0.18814E-12 -0.76585E-13  0.16704E-01 -0.98468E-02 -0.68568E-02 -0.57030E-12  0.17172E-10  0.96535E-11  0.42111E-03 -0.11328E-03 -0.93588E-04 -0.47790E-11  0.86392E-11 -0.19665E-12   0.10000E-02  0.10200E-11  0.18830E-11  0.00000E+00 -0.58560E-03  0.13432E-13  0.00000E+00  0.00000E+00 -0.41080E-03  0.20000E+00  0.63756E+02  0.63759E+02
  0.17501E-01  0.19156E+03  0.18000E-01 -0.10379E-01 -0.73241E-02 -0.67721E-12  0.17330E-10  0.96779E-11   0.19156E+03  0.15717E-10  0.73967E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10981E-02 -0.33913E-03 -0.29197E-03 -0.32499E-12  0.18768E-12 -0.76840E-13  0.16902E-01 -0.99634E-02 -0.69385E-02 -0.56896E-12  0.17360E-10  0.97547E-11  0.42085E-03 -0.11315E-03 -0.93457E-04 -0.47790E-11  0.86319E-11 -0.20148E-12   0.10000E-02  0.10191E-11  0.18815E-11  0.00000E+00 -0.58598E-03  0.13284E-13  0.00000E+00  0.00000E+00 -0.41110E-03  0.20000E+00  0.63853E+02  0.63856E+02
  0.17701E-01  0.19185E+03  0.18200E-01 -0.10496E-01 -0.74063E-02 -0.67589E-12  0.17519E-10  0.97807E-11   0.19185E+03  0.15866E-10  0.74749E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.10994E-02 -0.33955E-03 -0.29233E-03 -0.32499E-12  0.18730E-12 -0.77047E-13  0.17101E-01 -0.10080E-01 -0.70204E-02 -0.56764E-12  0.17549E-10  0.98578E-11  0.42103E-03 -0.11326E-03 -0.93525E-04 -0.47791E-11  0.86295E-11 -0.20158E-12   0.10000E-02  0.10291E-11  0.18886E-11  0.00000E+00 -0.58594E-03  0.13116E-13  0.00000E+00  0.00000E+00 -0.41113E-03  0.20000E+00  0.63951E+02  0.63954E+02
  0.17901E-01  0.19221E+03  0.18400E-01 -0.10613E-01 -0.74886E-02 -0.67458E-12  0.17708E-10  0.98837E-11   0.19221E+03  0.15959E-10  0.75033E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11008E-02 -0.33998E-03 -0.29270E-03 -0.32499E-12  0.18693E-12 -0.77253E-13  0.17299E-01 -0.10197E-01 -0.71022E-02 -0.56634E-12  0.17738E-10  0.99610E-11  0.42119E-03 -0.11336E-03 -0.93585E-04 -0.47791E-11  0.86272E-11 -0.20169E-12   0.10000E-02  0.10200E-11  0.18818E-11  0.00000E+00 -0.58550E-03  0.12991E-13  0.00000E+00  0.00000E+00 -0.41094E-03  0.20000E+00  0.64070E+02  0.64072E+02
  0.18100E-01  0.19250E+03  0.18600E-01 -0.10731E-01 -0.75707E-02 -0.67329E-12  0.17895E-10  0.99847E-11   0.19250E+03  0.16058E-10  0.75175E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11025E-02 -0.34049E-03 -0.29314E-03 -0.32499E-12  0.18647E-12 -0.77505E-13  0.17498E-01 -0.10314E-01 -0.71840E-02 -0.56504E-12  0.17926E-10  0.10062E-10  0.42093E-03 -0.11323E-03 -0.93459E-04 -0.47791E-11  0.86200E-11 -0.20641E-12   0.10000E-02  0.10193E-11  0.18806E-11  0.00000E+00 -0.58588E-03  0.12850E-13  0.00000E+00  0.00000E+00 -0.41123E-03  0.20000E+00  0.64166E+02  0.64169E+02
  0.18300E-01  0.19279E+03  0.18800E-01 -0.10848E-01 -0.76530E-02 -0.67201E-12  0.18084E-10  0.10088E-10   0.19279E+03  0.16229E-10  0.75886E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11039E-02 -0.34091E-03 -0.29351E-03 -0.32499E-12  0.18610E-12 -0.77710E-13  0.17696E-01 -0.10430E-01 -0.72658E-02 -0.56377E-12  0.18115E-10  0.10165E-10  0.42112E-03 -0.11335E-03 -0.93530E-04 -0.47792E-11  0.86177E-11 -0.20644E-12   0.10000E-02  0.10293E-11  0.18879E-11  0.00000E+00 -0.58584E-03  0.12690E-13  0.00000E+00  0.00000E+00 -0.41126E-03  0.20000E+00  0.64263E+02  0.64266E+02
  0.18500E-01  0.19314E+03  0.19000E-01 -0.10965E-01 -0.77352E-02 -0.67075E-12  0.18273E-10  0.10191E-10   0.19314E+03  0.16300E-10  0.76454E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11052E-02 -0.34133E-03 -0.29387E-03 -0.32499E-12  0.18573E-12 -0.77915E-13  0.17895E-01 -0.10547E-01 -0.73477E-02 -0.56250E-12  0.18305E-10  0.10269E-10  0.42129E-03 -0.11345E-03 -0.93592E-04 -0.47792E-11  0.86155E-11 -0.20648E-12   0.10000E-02  0.10205E-11  0.18813E-11  0.00000E+00 -0.58540E-03  0.12571E-13  0.00000E+00  0.00000E+00 -0.41106E-03  0.20000E+00  0.64381E+02  0.64384E+02
  0.18700E-01  0.19343E+03  0.19200E-01 -0.11082E-01 -0.78175E-02 -0.66950E-12  0.18460E-10  0.10292E-10   0.19343E+03  0.16470E-10  0.77307E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11069E-02 -0.34185E-03 -0.29431E-03 -0.32499E-12  0.18528E-12 -0.78165E-13  0.18093E-01 -0.10664E-01 -0.74295E-02 -0.56125E-12  0.18492E-10  0.10370E-10  0.42104E-03 -0.11333E-03 -0.93470E-04 -0.47793E-11  0.86085E-11 -0.21109E-12   0.10000E-02  0.10199E-11  0.18803E-11  0.00000E+00 -0.58577E-03  0.12438E-13  0.00000E+00  0.00000E+00 -0.41135E-03  0.20000E+00  0.64477E+02  0.64480E+02
  0.18900E-01  0.19372E+03  0.19400E-01 -0.11199E-01 -0.78997E-02 -0.66826E-12  0.18649E-10  0.10395E-10   0.19372E+03  0.16612E-10  0.78160E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11082E-02 -0.34227E-03 -0.29467E-03 -0.32499E-12  0.18491E-12 -0.78368E-13  0.18292E-01 -0.10780E-01 -0.75114E-02 -0.56002E-12  0.18681E-10  0.10473E-10  0.42123E-03 -0.11344E-03 -0.93542E-04 -0.47793E-11  0.86064E-11 -0.21105E-12   0.10000E-02  0.10300E-11  0.18878E-11  0.00000E+00 -0.58573E-03  0.12286E-13  0.00000E+00  0.00000E+00 -0.41139E-03  0.20000E+00  0.64573E+02  0.64576E+02
  0.19099E-01  0.19407E+03  0.19600E-01 -0.11316E-01 -0.79820E-02 -0.66704E-12  0.18838E-10  0.10498E-10   0.19407E+03  0.16712E-10  0.78728E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11096E-02 -0.34268E-03 -0.29503E-03 -0.32499E-12  0.18454E-12 -0.78572E-13  0.18490E-01 -0.10897E-01 -0.75933E-02 -0.55879E-12  0.18871E-10  0.10576E-10  0.42140E-03 -0.11355E-03 -0.93606E-04 -0.47793E-11  0.86042E-11 -0.21102E-12   0.10000E-02  0.10214E-11  0.18815E-11  0.00000E+00 -0.58530E-03  0.12173E-13  0.00000E+00  0.00000E+00 -0.41119E-03  0.20000E+00  0.64691E+02  0.64693E+02
  0.19299E-01  0.19436E+03  0.19800E-01 -0.11433E-01 -0.80642E-02 -0.66583E-12  0.19025E-10  0.10599E-10   0.19436E+03  0.16868E-10  0.79297E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11112E-02 -0.34319E-03 -0.29547E-03 -0.32499E-12  0.18409E-12 -0.78820E-13  0.18689E-01 -0.11014E-01 -0.76751E-02 -0.55758E-12  0.19059E-10  0.10678E-10  0.42116E-03 -0.11343E-03 -0.93487E-04 -0.47794E-11  0.85974E-11 -0.21551E-12   0.10000E-02  0.10210E-11  0.18807E-11  0.00000E+00 -0.58566E-03  0.12047E-13  0.00000E+00  0.00000E+00 -0.41148E-03  0.20000E+00  0.64786E+02  0.64789E+02
  0.19499E-01  0.19464E+03  0.20000E-01 -0.11550E-01 -0.81465E-02 -0.66463E-12  0.19214E-10  0.10702E-10   0.19464E+03  0.16996E-10  0.80007E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11126E-02 -0.34361E-03 -0.29583E-03 -0.32499E-12  0.18373E-12 -0.79022E-13  0.18887E-01 -0.11130E-01 -0.77571E-02 -0.55639E-12  0.19248E-10  0.10781E-10  0.42135E-03 -0.11355E-03 -0.93560E-04 -0.47794E-11  0.85954E-11 -0.21541E-12   0.10000E-02  0.10312E-11  0.18884E-11  0.00000E+00 -0.58562E-03  0.11902E-13  0.00000E+00  0.00000E+00 -0.41151E-03  0.20000E+00  0.64882E+02  0.64884E+02
  0.19699E-01  0.19499E+03  0.20200E-01 -0.11668E-01 -0.82288E-02 -0.66345E-12  0.19403E-10  0.10805E-10   0.19499E+03  0.17081E-10  0.80433E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11139E-02 -0.34402E-03 -0.29618E-03 -0.32499E-12  0.18336E-12 -0.79224E-13  0.19086E-01 -0.11247E-01 -0.78390E-02 -0.55520E-12  0.19437E-10  0.10884E-10  0.42152E-03 -0.11365E-03 -0.93625E-04 -0.47794E-11  0.85933E-11 -0.21532E-12   0.10000E-02  0.10228E-11  0.18823E-11  0.00000E+00 -0.58519E-03  0.11795E-13  0.00000E+00  0.00000E+00 -0.41132E-03  0.20000E+00  0.64998E+02  0.65001E+02
  0.19899E-01  0.19528E+03  0.20400E-01 -0.11785E-01 -0.83111E-02 -0.66227E-12  0.19590E-10  0.10906E-10   0.19528E+03  0.17195E-10  0.80860E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11156E-02 -0.34453E-03 -0.29662E-03 -0.32499E-12  0.18291E-12 -0.79470E-13  0.19284E-01 -0.11364E-01 -0.79208E-02 -0.55403E-12  0.19625E-10  0.10986E-10  0.42129E-03 -0.11354E-03 -0.93509E-04 -0.47795E-11  0.85867E-11 -0.21971E-12   0.10000E-02  0.10226E-11  0.18818E-11  0.00000E+00 -0.58555E-03  0.11674E-13  0.00000E+00  0.00000E+00 -0.41160E-03  0.20000E+00  0.65093E+02  0.65096E+02
  0.20098E-01  0.19556E+03  0.20600E-01 -0.11902E-01 -0.83934E-02 -0.66111E-12  0.19779E-10  0.11010E-10   0.19556E+03  0.17337E-10  0.81712E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11169E-02 -0.34494E-03 -0.29698E-03 -0.32499E-12  0.18255E-12 -0.79671E-13  0.19483E-01 -0.11480E-01 -0.80028E-02 -0.55287E-12  0.19814E-10  0.11089E-10  0.42148E-03 -0.11365E-03 -0.93582E-04 -0.47795E-11  0.85848E-11 -0.21955E-12   0.10000E-02  0.10328E-11  0.18895E-11  0.00000E+00 -0.58551E-03  0.11537E-13  0.00000E+00  0.00000E+00 -0.41163E-03  0.20000E+00  0.65188E+02  0.65191E+02
  0.20298E-01  0.19591E+03  0.20800E-01 -0.12019E-01 -0.84757E-02 -0.65997E-12  0.19968E-10  0.11113E-10   0.19591E+03  0.17423E-10  0.81997E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11183E-02 -0.34536E-03 -0.29733E-03 -0.32499E-12  0.18219E-12 -0.79872E-13  0.19682E-01 -0.11597E-01 -0.80848E-02 -0.55172E-12  0.20004E-10  0.11193E-10  0.42165E-03 -0.11376E-03 -0.93647E-04 -0.47795E-11  0.85828E-11 -0.21940E-12   0.10000E-02  0.10247E-11  0.18837E-11  0.00000E+00 -0.58509E-03  0.11435E-13  0.00000E+00  0.00000E+00 -0.41144E-03  0.20000E+00  0.65304E+02  0.65307E+02
  0.20498E-01  0.19620E+03  0.21000E-01 -0.12136E-01 -0.85580E-02 -0.65883E-12  0.20156E-10  0.11215E-10   0.19620E+03  0.17621E-10  0.82565E-11  0.00000E+00  0.00000E+00  0.00000E+00 298.0   0.11199E-02 -0.34586E-03 -0.29777E-03 -0.32499E-12  0.18174E-12 -0.80117E-13  0.19880E-01 -0.11713E-01 -0.81666E-02 -0.55058E-12  0.20192E-10  0.11295E-10  0.42142E-03 -0.11364E-03 -0.93533E-04 -0.47796E-11  0.85763E-11 -0.22368E-12   0.10000E-02  0.10246E-11  0.18834E-11  0.00000E+00 -0.58545E-03  0.11320E-13  0.00000E+00  0.00000E+00 -0.41172E-03  0.20000E+00  0.65399E+02  0.65401E+02
